内容,标签
王小山这傻逼天天在微薄宣传蒙牛有毒，大力抵制蒙牛，这傻逼就是毒奶粉的帮凶！ 微博成了帮凶了？神洗地。丧尽天良的罪犯哪里都会有，使之伏法才是正道。博主请解释一下美国校园枪击案吧，难道也是微博转发逼迫罪犯的吗？,0
书已经看了一半，确实挺好看，通俗易懂，值得一读，正在犹豫要不要买后面几本作为南昌人，要纠正作者一点，他在书中写说，某人在滕王阁上望着鄱阳湖。。。（书没在手边，不记得确切的说法了）而事实上滕王阁能看到的是赣江哦，希望大家不要被误导了,0
3999买的，配置不错。现在还可以在同方网站上用积分兑现一个悦读网和一个巧巧英语的卡，号称600当然不值。,2
盗墓系列一直对我有种无名的吸引力。因此一直享有盛誉的盗墓笔记是我第二套选择的相关小说。因为当前市面上太多抄袭的东西。这出小说最好的地方就是应该就是那种章回体的布局吧，至少不是一本一个故事，每次书的结尾老是拉到另外一件事情上，让人有忍不住猜想，等待的感觉。如果读者对新书的感觉不是在期待中爆发就是在期待中消亡的话，我期待着这套书的下一步发展。,2
好的小说往往没什么答案，《门第》自始至终，都在顽强地告诉读者因为什么由于什么。这自然不是说它过于浅显，算不上一本好小说，还够不上纯文学的严格标准，事实上，很多困惑说与不说，讨论不讨论，结果都一样，有答案就是没答案，没答案恰恰就是答案。文学解决不了什么实际的问题，不是教科书，艺术就是现实的一种回光返照，都市男女在择偶前，临时抱佛脚翻阅一下这本书，显然不是什么坏事。,2
"书收到了,和上面那一位朋友一样,我也没有收到书本该附带的赠品!!!的确,就是一个记事本的事情,看上去小,关键的关键是缺乏信誉!!!想到很多朋友越来越多的都从当当转投了卓越购书,为什么这样,当当是应该好好反省一下了,不能因为发展大了,就可以越来越开始店大欺客了!希望当当给我一个让人满意的答复!!!",0
1.2.1的WAP版本不怎么样，游戏太枯燥，电话本和短信容量太小，待机时间比较短。,0
住了这家饭店，感觉还不错，没有网络上评论的那么差，开始看到网络上的评论还担心这家饭店不好，看来是多余了！刚进大厅竟然在显示屏上有自己的名字，真的感觉很惊喜！这里服务员很热情，床虽然小了一点，但很干净整洁，服务也很周到！这的地理位置也不错，靠近市中心，出门就有去莫高窟的车，这次敦煌之行还算愉快！！,1
果然又是一篇说教的滥文章！果然又是一篇说教的滥文章！果然又是一篇说教的滥文章！果然又是一篇说教的滥文章！果然又是一篇说教的滥文章！果然又是一篇说教的滥文章！果然又是一篇说教的滥文章！,0
首先我要点评一下玄武饭店6楼的房间，实在是太差了，最多只有3星级的标准；8楼以上的房间明显是重新装修过的，要好很多；我们入住的时候一下子要了6间房间，前台有位大堂副理为我们升级到豪华房，都在12楼以上的，房间就要大很多，服务态度还不错；但是令我非常愤怒的是，酒店居然不允许我从带外卖回房间吃，真是太太太可恶了，在我据理力争下，居然还有人拿着什么酒店的管理规定给我看，难道酒店的规定不让吃饭？他们让我要么出去外面吃饭，在房间吃，只能在酒店点，这样的霸王条款，我怎么能接受，我在大堂与他们几个貌似高管的人纠缠了10多分钟，他们在一楼的餐厅给我们找了个包房让我们把外卖回来的饭在里面吃，还提醒我们不要弄脏了桌布。如果不是因为这一出的话，我想我还是蛮喜欢这个酒店。但是确实因为这个，太令我失望了！,1
就是不能上网的.又干嘛搞个游览器呢.,0
我觉得蛮不错同班几个女孩都在用这款所以我也买了感觉很适合女孩功能全时尚声音和拍照效果不算一流但都可以满足一般用户的需求了用了半个月了基本没有死机等问题（主要是我没有存太多东西）整体感觉很好用索爱的手机在细节上还是很不错的,1
老公经常开车在珠三角一带做生意，但是珠三角地区的路形很是复杂，经常迷路。我就给他订购了一本地图册，经过精心挑选，选中珠三角新印象地图册，本来去年12月份就准备订购的，但是网上缺货，上次在网上查看，有货了，我就赶紧订购了，老公看到了，特别惊喜，喜欢的不得了，每天下班回来吃完饭，都在那里看地图，看他今天一天走过的路是什么路，这样他可以很快熟悉珠三角的路线，利于自己的工作。,1
我看过朋友的还可以，但是我订的书迟迟未到已有半个月，都没有收到打电话也没有用，以后你们订书一定要考虑好！当当实在是太慢了,1
收到书了，封面好PP啊，而且好有质感哦，喜欢得不得了O(∩_∩)O~一口气读完，这本书写的很不错。呵呵，喜欢苏小鱼和陈苏雷，也喜欢那首亲爱的小鱼的诗。故事中的男主角无论职业和生活背景都很像电影《风月俏佳人》中的男主角~~我看过作者的的《女王进化论》《逃爱记》《钱多多嫁人记》，都不错呀！一个男人和他的一张卡，不是女人想要的全部！说得太好了。女人要是自主，自立，还怕什么金融风暴呀！,2
我一直不喝蒙牛伊利 真敬业！！！ 尼玛，真敬业！。。。蒙牛，你太假了。。 转发微博,0
光驱读盘的声音有点异常，安装系统时不能读盘。费了好几个小时才搞定,0
书不错，可我收到的一套中，第六本有两本，少了第五本，让当当换货，来回扯了好些日子，后来说给我们15元礼品券作为补偿，现在又过去几天了，也没见到当当的答复，也没收到礼品券。还有，我1月15日给朋友的小孩定了一份作为新年礼物，今天都23号了，还没有发出。投诉了，也没有回复。当当真的很垃圾。你要觉得你有理，你就别删！！！,0
此书让人感觉很是恶心，我完全是头脑发热了才买回来的。她现在又弄起庄子来了，真的叫做“孔子很着急！庄子很生气”我感到很恶心！简直胡讲一通！让人无语评论！,0
随着孩子的长大，这本书居然成了孩子的最爱（1岁7个月），连着2个多月，睡前必要这本书。孩子最喜欢的就是最后一页，有时候讲着讲着，就一下子翻到最后，当我说大卫的妈妈说“我爱你的时候”，宝贝女儿也抬头等我说“我爱你”,0
三月底，就这连天的阴雨，上册慢慢读完了。上册给人留下最深刻的印象用一个词概况就是“推陈出新”。在旧有的废墟上建立新的文明，似乎比沿袭旧有的更有生命力和创造力。那么，这对我们这个变革的时代，这个特殊的2009，又有哪些启示呢？下册，介绍近代史，会更多的介绍近代的文明和变迁。读史方知更替，以史为鉴！,2
散热效果不错，功耗很低，配置较高，运行时声音很小， 屏幕挺舒服的，,2
猕猴桃：蒙牛的饮品我喜欢猕猴桃口味的，果汁猕猴桃味道的，猕猴桃片，猕猴桃本身我都喜欢。。。。大前天之前我却从不知道自己喜欢猕猴桃,2
真垃圾，难怪一直跟在蒙牛屁股后面，产品的质量太差了，以后坚决拒绝购买伊产品,0
我的书为什么还没收到啊。不是没发吧。12号就显示发货了啊！？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,0
外观不错，其实一直对联想没什么好感，不过见联想终于一改以前的呆板全黑做型，就心动一下。我承认联想今年的确爆发了一下，LED背光加DDR3，还有GT130，都是目前比较高规格的了！！,2
17号付款，19号中午到货，下午售后就给安上了。今天早上就洗澡用了。客服大海、送货的中通快递以及售后安装人员服务都极好。材料费93，不贵。很满意的一次购物，,2
当时看的销售榜买的一本书，看过之后并不是很喜欢，个人感觉，每个人看书的感受不一样，呵呵,0
音质不错，电池续航能力也可以，3dmax2001跑了14000多分不知道加内存以后会是什么样子。,2
钢琴烤漆的外壳，透着水纹肌理，感觉不错。这款笔记本的配置也不错，甚是合理搭配！物有所值！自己装了XP系统，运行很流畅 ，一般办公用足够了,2
没货了为什么在页面上不显示告诉啊，还让人买什么啊？这不骗人吗！对客户尊重最起码应该显示暂时缺货的啊，别让人白费力气。,0
看到网上有如此好的评论才买下了这本书，哪里想到这本书根本就不值得一看，说实话就是作者自我吹捧得一本书，也不知以前的童鞋们是出于什么目的对这本书有如此好的评价，简直就是“托”。,0
