标签,内容
1,这酒店很臭，我订的经济单间，房间小的可怜。房间除了床就没有其它空间了，挂衣柜占据了大部分的空间（我认为没有必要做那么柜子）。在那么个破地方，价钱就像是宰人
1,用它我也没多记住什么单词啊！大家要是想学单词，有很多方式，没必要买这个浪费钱，我可是后悔死洌！
0,确认晚了，还没安装，等售后装好后再来追评。
1,"可惜不是宣传的1441X800,字小!另外,自提时当场验机,B,C面有灰尘,而且很多,难以想象!心理犯了叽咕,该不是厂内人拿外壳模块到家里装的吧!"
0,接口丰富，外观漂亮，性价比高（我在天津，自提比在商场买便宜），京东服务好。
1,"我相信自己,不论怎么做自己才是真的认真过自己的生活在二十岁十如果不能精彩的去闯荡怎么能在三十岁 四十岁 再回到二十岁的心??在什么时期 做什么时期该做的事不去比较"
1,"此书还未收到,当当网何以让我写评论啊!"
1,书中的语句不知道是翻译的问题还是作者表达的问题，让人觉得有点别扭，作者提出的有些观点也不能认同
0,以前从图书馆借来看了一次，看完了一口气闷了好久。后来听说徐静蕾要把它拍成电影，不禁又想重温一遍这部悲情的孤曲。我想这本书的看点并不仅仅限于让读者跟着一个浪荡子回忆他的虚空人生，作者用他的无比精湛的表现手法，驾驭着这部短篇，纠着读者的心一步一步感受一个痴情女人的坎坷命运。连译文都能如此精到的传达给我，我想更不用说原文了。至于光盘么，还是文字的力量来的强大啊。
0,一切如卖家所述，全五分。
0,酒店环境、设施不错，空间比较大，有液晶电视，这个价格在香港应该还算不错的。交通也还算方便，bus比较方便，不过离地铁好像比较远。不过在香港如果5个人拼出租车是很算的（香港的出租车可以坐5个人）。周边也比较热闹。不错的选择。
0,习武是为了什么？文武合一为道，传统并非只是文。我非常喜欢这句话：通神达化，备万贯一；理象会通，体用俱备。这也许是对武最好的诠释。书中有几个观点我非常认同：一：武非神鬼之说，而是实实在在的文化与艺术；二：武一直以它独有的脚步在发展，在前进；三：各民族都对武的发展做了贡献。看罢书后，我真想学习《磨旗棍》这门学有学有渊源的武术。可惜，我没有马先生的联系方式，留待有缘吧。
1,1.按键偏小，手感一般，键盘背光灯不够均匀； 2.电池待机时间一般；
1,这是本perfect的书！看到拉拉仿佛看到我自己，我现在也是一名销售助理兼行政主管，所以看这本书的时候我视拉拉为自己，其中人物的内心感受和我有惊人的相似，所以我更能体会主人公拉拉的感受和理解拉拉的举动。我也曾迷茫，是拉拉给了我前进的动力！作为刚踏上社会的我来说 总是感情用事，做事太直，我要不断吸取社会经验、为人处事知道，让自己不断进步。书中的很多道理是很实用的，有时我也会刻意要求自己怎样怎样做。有时我会埋怨，因为在公司看起来我似乎是最忙的，可是我的薪水依然是最低的。拉拉就是我的榜样，和我同行业的榜样，我要进步，只要我努力，我一定会进步！《杜拉拉升职记》值得阅读的一本好书！
1,"手机系统差,容易坏.部分按键不灵活,半年后就会出现在大问题."
0,我喜欢蒙牛红枣酸牛奶。
1,就是声音太小，外壳容易脱落，
0,本书使用阴谋论的观点阐述了近代发生的所有重大历史事件的因果。揭开了金融这一新式武器的威力。我当初在一本小说中看到国本书的简介，感到很不可思议。购买这本书后，花了一个星期阅读完，感觉受益匪浅。对货币产生的破坏作用大体有了了解，再结合中国股市和楼市的涨涨落落，很有感触。也对新形式下的中国金融安全充满担忧。独立理财的朋友都应该看看这本书，假如金融危险来临，大家离安全门的距离也会近些。
1,键盘后盖很松，操作时很不舒服！内存超级小
1,太恐怖了……太恶心了……誓死不喝蒙牛了…… 消费者喝蒙牛牛奶喝出活虫子 (来自 http:t.cn/zWk74O6
1,纸质差，总体只比盗版书好一点儿。
0,不错的酒店，房间干净，安静（15楼）。客户请客就在酒店的包房吃的，味道很好。中式早餐略有不足，没什么可选，味道还可以。
0,以前在学校读书的时候老板曾经带我们去过这里打保龄和吃饭等等，环境不错，房间也挺舒服，是闵行区比较高档的酒店
0,机子还不错，没发现什么，就是4599特价时买下了。隔了1天现在便宜了100元，心里很不舒服，
1,1.320G硬盘被格成一个310G，一个10G，够让人郁闷 2.宽似乎比一般的13.3宽屏还要宽
0,有了第一本书的铺垫，读第二本的时候开始进入状态。基本上第二本就围绕主角们的能力训练展开，故事的主要发生场地设置在美洲的亚马逊丛林。心里一直疑惑这和西藏有什么关系，不过大概看完全书才能知道内里的线索。其中描述了很多热带雨林中特有的神秘动植物以及一些生存技巧和常识，受益匪浅。能够想像出要写这样一部书，融合这样许多的知识，作者需要花费多少心血来搜集和整理并成文。
1,蒙牛道歉
1,通话时噪音比较大，电池使用时间不长，在光线较暗的地方拍摄效果比较差！
1,1没有数据线，无法下载MP3，存储卡无用。2发送信息太麻烦。
1,"根本就是家庭旅馆..还298+12基金...我去的时候刚好是国庆他们说在装修,把我安排在前面的民宅一样的地方..刚开始带我去6号楼，妈的根本不是人住的破..然后把我带回8号楼.大一点..而且这个地方离海很远,,到的晚上说明天会用车送我们到海边,第2天下大雨,说车不在，我朋友和他交涉,旅游的心情都被影响...被ctrip的照片骗了..这个破旅馆真的不是人住的!!以后再也不图便宜了!!补充点评 2007年10月11日 ： 298的房间ctrip上标有""宽带免费""..可那里根本不能上网..我带的那么重的电脑就白拿了..我有被骗的感觉!!"
0,"已经是第二次入住这家酒店了,感觉上还是第一次住的面对柳江的房间景观比较好,不过这次来酒店前面的路已经修好了,交通很方便.酒店的服务员依然一如既往的微笑服务,特别推荐一下30楼的旋转餐厅,夜幕降临时分来这里用餐,看柳江两岸的景色很美.不过这家酒店不适合打长途电话,1.8元/分钟,是我住过的电话费收费最高的一家.宾馆反馈 2008年8月7日 ： 非常感谢您对我酒店的支持和厚爱，柳州宾馆致力打造柳州性价比最高的酒店。 我宾馆按五星级标准装修的24-26楼高层观景客房即将竣工，期待您的光临！！"
1,"看了评论才买的, 结果发现不是那么的好,不太喜欢这种风格,儿子也不喜欢看,也许女孩子会喜欢这种书吧?"
1,外表换有什么用，内在也不换，反正以后不会买蒙牛了。
0,希望作者出版更多的系列，如《恐龙是怎样穿衣服的？》、《恐龙是怎样上幼儿园的？》、《恐龙是怎样外出的？》.......以便给孩子们更多的建议。
1,一本蕴含广博严谨深沉的论语，在于丹的诠释下，变得唯美而华丽，灰色的教条变成了华丽的文学盛宴。
1,"房间太差,电梯爱坏,差点被锁在电梯里出不来,爬到六楼快累死了,再也不会住.强烈建议大家考虑其他经济型酒店,如家越来越差了."
0,开始在网上看到连载该书，觉得不错，决定买来认真读读。拿到新书，书封暗红底纹，暗藏着危机预警。用心读完，觉得全书人物个性鲜明，故事性也比较强。不错，不错，实在是难得的好书。
0,"酒店位置不错,不过靠近马路有点吵闹,因为窗户不是双层的服务员比较热情,当时要一个电热壶很快就送到房间里了建议酒店注意枕套的干净程度"
0,再次购买，还帮亲戚买了两个小水宝。店家还给了优惠。特别满意。还有客服大雄服务也很好。
0,还是老宾馆好，闹中取境，环境很好，服务也好，这次春节去住，不小心把皮夹掉在宾馆，退房离开后收到宾馆来电，最后完璧归照，感觉非常好！以后去一定还住那里
0,性价比很高，满足家用需求； 我用的是深度的XP盘，带sata驱动，不用改bios设置，安装系统很顺利； 没有遇到过看视频黑屏的情况。
1,刚取的时候没发现屏幕有问题，拿回家之后发现右上角有一个小红点，运气不够好，不过不影响使用。后来用的时候，看电影时偶尔卡机，不知道什么问题。
1,"我是先看到朋友那借到这本书，认真研究过,发现好,才有购买的欲望,也发现有很多不同的版本的，所以我上网寻找到自己要购买的版本和我朋友的书一模一样时，就在书旁选择了你的书,即使价格方面比别人贵（你是18元，不同版的一般是16.5元,16.3元,15.9元都有）我也愿意买,谁知收到货打开时,还时钻石版,为什么不是与你挂在网上那个普通版一样的呢,真有点被欺骗的感觉,我想换行吗?你给个联系方式吗?我们能否沟通呢?"
